intents,content
batch_details,I am ml6th june batch
batch_details,June
batch_details,June 6th 2020
batch_details,I was part of ML and NLP
batch_details,March 28th ML batch
batch_details,ML 28th March that of DL
batch_details,ML March 28th
batch_details,"CVNLP, ML6June,, DL"
batch_details,Hi I am from.. DLNLPCV batch
batch_details,i was enrolled for ML march 28
batch_details,Machine learning Feb 22nd
batch_details,Hi i am from MLDL June6 batch
batch_details,I am in DLNLPCV course
batch_details,Currently I m in statistics batch
batch_details,"MlDl6th
"
batch_details,sir I am from MLDL6th batch
batch_details,"deep learning feb
"
batch_details,ML DL 6th June
batch_details,I have joined mld6th batch
batch_details,i Have enrolled for MLD 28th and DLCVNLP 18th April..
batch_details,im from march 28 btch
batch_details,im from MLD 28 March Batch
batch_details,mld 28 march
batch_details,MLD and NLP both
batch_details,6th June batch
batch_details,Batch Name - &quot;course ml22ndFEB&quot;
batch_details,I am a learner from ML 22FEB batch
batch_details,june 6th batch sir
batch_details,I am from MLD28th march batch
batch_details,i have joined the MLD6th june
batch_details,NLP april 18
batch_details,6th June ML
batch_details,I am from ML 6th june batch
batch_details,Mld 6th June
batch_details,MLD 28march
batch_details,Ml22ndfeb
batch_details,ML with Deployment and DL
batch_details,hi i am ineuron student and i have taken 28th March ML course
batch_details,28th Mar
batch_details,I from mlFeb22 batch
batch_details,I&apos;m a student of ML
batch_details,I enrolled for MLD Batch 6th June
batch_details,i have taken Deep learning AI course
batch_details,ML batch
batch_details,MLDL6
batch_details,ML 00110
batch_details,ML 22feb
batch_details,Hello sir i am from DLCVNLP batch
batch_details,i am from DLCVNLP
batch_details,I am from DLCVNLP BATCH
batch_details,sir i am from DLCVNLP batch
batch_details,Hello  i am from DLCVNLP batch
batch_details,MLD 28th batch
batch_details,MLD28 batch
batch_details,Sir I m from ML 22nd Feb batch
batch_details,Sir...June 6th ML
batch_details,ML June 6th batch
batch_details,"Hello team, i am from ml masters with deployment 22nd feb batch "
batch_details,Is it for ml 22 feb batch
batch_details,I am from course ml22ndFEBcourse ml22ndFEB batch
batch_details,I am from 22nd Feb ML Masters batch
batch_details,deeplearning00111
batch_details,"Hi, I am in the MLD6th June batch"
batch_details,I am mld6th june batch
batch_details,i am from 28 may batch for ml
batch_details,Im part of DLCVNLP
batch_details,i am student MLD6th june
batch_details,I am part of ML6 team
batch_details,I am taking ML course with iNeuron course
batch_details,Batch : MLD 28th March
batch_details,Mar28ML batch
batch_details,Batch - ML 22nd FEB
batch_details,I am from MLD6th June
batch_details,I am from MLD6
batch_details,i have enrolled to ineuronai courser DL CV NLP
batch_details,I am from Deep learning NLP batch
batch_details,i enrolled batches for ML for deployment 00110 and DL-00111
batch_details,"good morning, I am student of MLD6"
batch_details,my batch is MLD 6th June
batch_details,Deep learning-AI 00111
batch_details,ml28 march
batch_details,feb22nd ML
batch_details,"Sir , I am from MLD 28 batch "
batch_details,Mld 28th march
batch_details,batch name is may be py10
batch_details,I am a part of the free Data Visualisation class
batch_details,Sir in ML 28th batch
batch_details,Hi sir.. from dl 25 July batch
batch_details,hello iam one your student enrolled in DLNLPCV
batch_details,Nov batch
batch_details,ML masters and deployment 00110
batch_details,6th Junr
batch_details,Junre Machine Learning
batch_details,course ml22ndFEB
batch_details,I am in ML 6th June batch
batch_details,"Yes, I already enrolled into DLCVNLP course "
batch_details,"Sir, I&apos;m from MLD 6th june"
batch_details,"Hi, I am from the MLD 28th March group. "
batch_details,IPKDMIN and IPIDMIN
batch_details,Both batches. MLD 28th March and DLCVNLP
batch_details,MLD 6 june
batch_details,"Hi, iam enrolled in MLD28 batch"
batch_details,3rd June class
batch_details,MLAug29
batch_details,This is Ramya belongs to ML28 batch
batch_details,22nd feb
batch_details,am in both machine learning and DLCVNLP
batch_details,i am from ML 22 Feb batch
batch_details,this is for ML feb batch
batch_details,ML feb batch
batch_details,MLD28 and DLCVNLP batch
batch_details,Sept batch
batch_details,I am in MLDL batch.
batch_details,Sir I am in both the batch....ML batch of 6th June..
batch_details,July 25th sir
batch_details,I am from MLDL 6th June batch
batch_details,ML29 batch
batch_details,I am from DLCVNLP
batch_details,I am enrolled in both ML and DL batch
batch_details,"Hello Sir, I have recently enrolled for the DLCVNLP course"
batch_details,ml 6th june
batch_details,ml 6jun 2020
batch_details,i am in ml 6th june batch
batch_details,ml 6 june
batch_details,My batch ml 6 june
batch_details,DL 00111D
batch_details,I am from ML Batch 6 june
batch_details,29 ML Batch
batch_details,I&apos;m from ML FEB 22 batch
batch_details,ML22FEB Batch
batch_details,DL-0111
batch_details,Hello I am a student in DLCVNLP Course of 10th October
Bert_query,Why we used Bert for Text classification?
Bert_query,"for text classfication why we used BERT ,,?"
Bert_query,i know all the algo for BERT what is input ?
Bert_query,for bert algo what is input ?
Bert_query,For adress ner model can bert used for that? Like from an address I need to extract street name postal code building flats etc. So for which deep learning model can be used?
Bert_query,Also. What prerequisites are there for understanding bert? Currently I am in the cnn part..
Bert_query,where we are mentioning which bert model to be used?
Bert_query,i tried to run the bert-large-cased model in paperspace
Bert_query,"i was able to train bert base cased on this, only large is failing"
Bert_query,do you have any resources on finetuning the bert model? any previous batch recording?? bert ner
Bert_query,is mobilebert even faster than the albert? but seems like mobilebert has only one pretrained model till now
Bert_query,It&apos;s same as the bert ner from dashboard
Bert_query,Hi I haven&apos;t seen how to implement bert in python
Bert_query,"Hi Team!
Can you suggest some resources for implementing BERT question and answering model?"
Bert_query,I need to build bert search engine model
Bert_query,Which deep learning model I can use after getting word embeddings from BERT?
Bert_query,while training bert example
Bert_query,I need to train the BERT and predict for arablic NER
Bert_query,I want to train bert multilingual mode
Bert_query,I was trying to train bert ner with custom samples
Bert_query,can i use 2 pre trained model in bert
Bert_query,bert multiligual cased and other is arabert
Bert_query,some of words in english is is not predicted which is happening properly in bert-multilingual-cased
Bert_query,so for that I want to use arabert and bert-multilingual-cased pretrained.
Bert_query,I have one question on BERT
Bert_query,"am using arabic and english
i used arabert for arablic a
some of words in english is is not predicted which is happening properly in bert-multilingual-cased
so for that I want to use arabert and bert-multilingual-cased pretrained."
Bert_query,i am just exploring BERT
blog,Sir.. is there any platforms for writing blogs in the ineuron portal or anywhere else where I can wrote blogs
blog,how to write blog in inblog.in ??
blog,I have published a blog in inblog.in but I&apos;m unable to see it in my published articles
blog,Ineuron blog website is not opening
blog,Could you please share Ineuro blog URL
blog,How to write the blog on blog page
books_availablity_dashboard,Any good book or resources you suggest for practice of logic building for data science or coding interview.
books_availablity_dashboard,"The link says book is unavailable, provide the book pdf"
books_availablity_dashboard,please update the code for tracker (face recognition) in my dashboard
books_availablity_dashboard,sir is the book hands on ml with scikitlearn and tensorflow open source?
books_availablity_dashboard,actually sir that book i think isnt free
books_availablity_dashboard,could you pls suggest me some books or videos on the same
books_availablity_dashboard,please if you could suggest me any book for the same
books_availablity_dashboard,Can you suggest any book or youtube channel for practical implementation of feature engineering?
books_availablity_dashboard,or do you have any pdf available for the same?
books_availablity_dashboard,"Hi sir. please share the machine learning textbook in pdf file, sir."
books_availablity_dashboard,Sir ISLR is statistics and paid version sir. I request is it possible to get any free pdf format for learning machine learning concepts in particular sir.
books_availablity_dashboard,"Could you please share the NLP textbook in pdf file, sir?"
books_availablity_dashboard,"ok, sir. one last request sir, could you share the pdf file to learn NLP sir?"
books_availablity_dashboard,"Please, what is the name of the book you recommended for algorithms during the power bi introductory class. And could you please list all the books recommended for this course? Thanks."
books_availablity_dashboard,What are the names of the books that was recommended for this course?
books_availablity_dashboard,"Thanks, also could you suggest a good book for Python which I could refer to even after completion of this course."
books_availablity_dashboard,Sudhanshu sir told to refer text books
books_availablity_dashboard,sir can you please share ISLR machine learning book which sir had discussed in class
books_availablity_dashboard,sir which book can start first to read islr ya handson machine learning with sckit learn
books_availablity_dashboard,which book easy to understand and simple at first time
books_availablity_dashboard,ok so both book are must for ml engineer
books_availablity_dashboard,in this handson book deep learning part is mention should i skip now
books_availablity_dashboard,and sir what about Introduction to Machine Learning with Python.pdf book
books_availablity_dashboard,okay so which book you had mentioned in dashboard i will follow that books
bot_timing,anyone there?
bot_timing,Hi Sir..Is this support available everytime
bot_timing,You there?
bot_timing,Hey guys are you on ?
bot_timing,Hey guys are you online now ?
bot_timing,Where can i ask my doubts offline and is there any canvas app also on ios In order to view dashboard there
bot_timing,Please let me know if you need more details. And your availability.
bot_timing,"If not today, please suggest your availability"
canvas_details_edit,"i have forgot my canvas login  password, can u please help me with that i have already tried the forgot password option but it is not working"
canvas_details_edit,"sir , i do not remember my pw please send me link to reset my password"
canvas_details_edit,Sir I opened canvas account from wrong mail id I want to delete it...what is the procedure
canvas_details_edit,"Hi, My Canvas dashboard shows duplication of sessions. Is it possible to delete repeated ones ?"
canvas_details_edit,Sir which timezone I need to select it sir for registering canvas
canvas_details_edit,I am raaising this in canvas
canvas_details_edit,I am unable to login into canvas account please help it is showing incorrect password but I am entering correct password i tried to recover password but i am not getting reset password link Yes i got it But this link is already expired
canvas_details_edit,sir login to ho rha hai but i am not able to join the i am not able to understand how to add the course in it because when i open the link from the mail it again takes me to the other version of canvas join the class*
canvas_details_edit,"Hi..
my canvas student app is throwing some error"
canvas_details_edit,I forgot My canvas login password for that I request but not come plz help me
canvas_details_edit,"My canvas not get open 
Shown http 500 error"
canvas_details_edit,All the drive links of materials for power bi and tableau in canvas dashboard are disabled. Please activate them
canvas_details_edit,"My login in canvas by using Google account but i often use CANVAS login in multiple system where i do not have permission of using google . So, when i tried forgot password i got an attached mail which is telling to contact system administrator. Kindly help me to reset password ."
canvas_details_edit,When I lost password of canvas or not remember password how to login
canvas_details_edit,which mail id should i used for canvas login
canvas_details_edit,i could not able login my canvas account sir
canvas_details_edit,"due to some personal reason , I cat take the course reqularly and I forgot my canava login details"
canvas_details_edit,Hello Sir as I am trying to open canvas login as its not opening
canvas_details_edit,I have a problem with canvas a/c ...plse help me sir
canvas_details_edit,I was reset my password many times..it shows send the link to ur mail but I didn&apos;t receive any mail sir
canvas_details_edit,Sir..my canvas is not working..plse help me
canvas_details_edit,I&apos;m facing open in canvas a/c
canvas_details_edit,canvas link is not working can u check once
canvas_details_edit,my canvas access not working
canvas_details_edit,I am not able to access my Canvas portal
canvas_details_edit,My account it seems is locked and I am not able to login to Canvas
canvas_details_edit,In other browser I am unable to login into canvas
canvas_details_edit,I tried using different browser other than Chrome then I am unable to login in Canvas
canvas_details_edit,"Hi,
I am not able to recover my password for canvas."
canvas_details_edit,I tried forgot password but i didnt receive any mail regarding password recovery
canvas_details_edit,Can you help me to access Canvas from smartphone?
canvas_details_edit,In canvas while creating account it is asking code
canvas_details_edit,Yes . Now I am not able to open canvas
canvas_details_edit,i am unable to login canvas dashboard
canvas_details_edit,"Team, still unable login to dash board"
canvas_details_edit,still i am unable to login
canvas_details_edit,so many times ping for unable to login to canvas but no one will be helping into login into canvas ??
canvas_details_edit,canvas is not responding
canvas_details_edit,Hi I am not able to login into canvas instructure
canvas_details_edit,is it canvas issue?
canvas_details_edit,Can you share the username and password for canvas
canvas_details_edit,"Hi Team,

I facing the canvas login issue"
canvas_details_edit,"even internet is working, I am able to access the other side but facing the problem with canvas only"
canvas_details_edit,Why i am getting N/A in canvas while using in mobile app
canvas_details_edit,Canvas dashboard is not opening it showing error
canvas_details_edit,No I tried to login into my canvas dashboard and I am facing this error kindly fix it
canvas_details_edit,Why canvas dashboard not working
canvas_details_edit,This is Akash here... I had pinged you the other day regarding inability to log in to Canvas
canvas_details_edit,"See, I registered using my email for Canvas Registered with user ID and password
But when trying to login with the same credentials, not able to login"
canvas_details_edit,I am not able to login to my canvas
canvas_details_edit,sir while login into the canvas account it is asking the join code
canvas_details_edit,am unable to login into my Canvas account
canvas_details_edit,good afternoon reg : I am unable to login canvas site it is asking user id and password but i forgot my password
canvas_details_edit,Ok since am not able to access the canvas so am facing the problem Let me check once again
canvas_details_edit,I tried to login canvas instructure on mobile using QR code and I am not able to open any recordings
canvas_details_edit,Sorry for inconvenience but i need code to login in canvas
canvas_details_edit,"Hi, How do I log into my canvas ? I registered with the email address Swetha.yamsani@gmail.com"
canvas_details_edit,she got a link for canvas but I didn&apos;t so I used the same link
canvas_details_edit,I am not able to login to Canvas login
canvas_details_edit,hello...i am trying to change my password for Canvas. but unable to do.
canvas_details_edit,How to login in canvas student app in mobile
canvas_details_edit,I am not getting my canvas lms password
canvas_details_edit,Dear Sir..I m facing issue in login canvas..since i forgot the password
canvas_details_edit,Which app do u use to login to canvas?
canvas_details_edit,It is not about missing email. I am unable to login to Canvas as account has been locked. I have requested for password reset and have not received Canvas email for resetting password. I have been trying this from yesterday.
canvas_details_edit,"Hi good morning 
I forgot my login password, in forgot password option after entering my mailid it shows within 30 min I will receive steps to recover password. I did the same for 3 times I didnâ€™t receive any mail yet 
Kindly do the needful for recovering   From laptop only Iâ€™m trying this I forgot the password for logging -in"
canvas_details_edit,"and when I click on accept, it goes to the Canvas login screen where it starts askig for a password"
canvas_details_edit,"Hi, I am unable to login to canvas due to password error. I clicked reset password. But I have not received an email."
canvas_details_edit,I am not able to login to canvas
canvas_details_edit,How do understand password inside dashboard?
canvas_details_edit,"Sir, one more help Sir, I want to change my password for my dashboard login. I didnt find the option for it Sir."
canvas_details_edit,but I have forgotten my dashboard password
canvas_details_edit,Your password change request doesnÃ¢â‚¬â„¢t work
canvas_details_edit,No email from system after applying for forgot password
canvas_details_edit,Nope still same problem - Invalid userID or password
canvas_details_edit,FYI i already applied for forgot password more than 5 time never receive email from canvas
canvas_details_edit,I have registered for the courses but I was not asked for the password
canvas_details_edit,My issue is resolved by clicking forgot password
canvas_details_edit,I lost my password and login id for canvas .
canvas_details_edit,even I requested for the forgot password link but no email
canvas_details_edit,I did forget password but itâ€™s not working
canvas_details_edit,Also I am unable to change my user id and Password
canvas_details_edit,mobile but unable chang my password
canvas_details_edit,hi team can you reset my password
canvas_details_edit,Please can you send a password reset link for canvas login?
canvas_details_edit,no sir i didn&apos;t get any link for reset my password of canvas dashboard
canvas_details_edit,i could not able to login to ineuron dash board it is showing password wrong..i tried with forgot and requested for password but not getting any mail to my registered mail ID to reset the password
canvas_details_edit,i havent received password reset for my dashboard checked spam and inbox i requested reset password on Apr 29th
canvas_details_edit,how can i get my dashboard password ?
canvas_details_edit,I have also check with forget my password option however didn&apos;t receive any email
canvas_details_edit,"dear team, I have to reset my password for canvas kindly help my email id is <a href=""mailto:abhi2541@gmail.com"">abhi2541@gmail.com</a>"
canvas_details_edit,"I want to reset my password, i have done the change password but havn&apos;t recieved the revert mail"
canvas_details_edit,"Sir,
I forget my password kindly help me. In web forget password option i didn&apos;t get the mail"
canvas_details_edit,how can i change my canvas login password
canvas_details_edit,when i click on forgot password it sends a mail but not a password reset link
canvas_details_edit,but i can&apos;t login using email and password
canvas_details_edit,yes but i dont get any forgot password link
canvas_details_edit,i mean password reset link
canvas_details_edit,I am unable to reset my dashboard password
canvas_details_edit,"how can i reset canvas account password,when i click on forgot password then password reset link or code are not coming ............. "
canvas_details_edit,I have two python courses in my dashboard.... Py3 and Py8.... which is the correct one...?? pls confirm
canvas_details_edit,"And is there a way.
I can change my registered email I&apos;d?"
canvas_link,"Hi Team, please share the URL for dashboard. I have not received any email that contains this URL"
canvas_link,Canvas also not accessible
canvas_link,"Good morning,
I&apos;m not able to login to dashboard for DLCVNLP course.
Could u pl tell the reason y I&apos;m not able to login in canvas?"
canvas_link,can you send me the python dashboard link ?
canvas_link,any link for dashboard ?
canvas_link,Um link to the dashboard??
canvas_link,Would like to know where in dash board and in which option it is uploaded
canvas_link,Please send me Python dashboard link
canvas_link,From where i have to access ?
canvas_link,Please can you send me the link to the dashboard
canvas_link,Please share the dashboard link
canvas_link,Please share the link
canvas_link,"Last week when I clicked on the same link it took me to dashboard,but again if I try today it doesn&#39;t work"
canvas_link,I got logged out form my canvas account
canvas_link,I don&apos;t know my ID and password please help
canvas_link,i did not get any link where i can get access to canvas
canvas_link,so I need to create account on Canvas first?
canvas_link,Hellow sir I missed the canvas login page please forward the canvas join page. for dashboard content canvas dashboard page link
canvas_link,Can you please send canvas sign up link?
career_transition,Hello actually I just wanted to ask that to become a data analyst do we need to learn SAS ?
career_transition,So what are the important pre-requisites to become a data analyst?
career_transition,"Sir ,i am student of your deep learning batch. Actually i am from RPO industry. I have 5 years of experience and from March 2020 i started learning DS. I learned Python and ML from udemy. And enrolled in your program. Actually I need guidance how to go ahead and start a career in DS.Is it really hard to make transition in these times?Because of Covid situation."
career_transition,"I am currently working in mainframe domain and trying to switch into Data science. 
I need guidance for that, could you please help me 
I have few question regarding that "
career_transition,"i got a mail from him to text on skype after 12:30 am, he said either he or Jiwitesh will be talking to me it was regarding career guidance i have some future plans for myself and wanted data science to help me achieve them. So looking for a proper guidance so that i have a proper plan to execute. which will help me to be disciplined and focused."
career_transition,Need some guidance on career transition and learning path.
career_transition,"Okay, so I work at Deloitte USI, on SAP. I have been learning Data Science for some time now. I enrolled for iNeuron&apos;s ML  and DL batches. Completed another course by Coding Ninjas in July.


Right now I am getting confused with what to focus my studies on, I am following iNeuron&apos;s course as well but due to only weekend classes, I feel the pace is a bit slow. I get time on week days as well to study, so how should I plan my studies and what should I study to fastrack and build a very strong foundational base?"
career_transition,"Can a btech in CSE student join finance companies with data science knowledge without doing any masters, immediately after btech  To do so what should I need to know,what subjects other than ML needed to be studied."
career_transition,"Thanks.  I started self learning through &quot;Python Institute&quot; site.

My question is: Am a Functional Business Consultant in Banking domain and having around 13+ Years.  What all options i can see for myself after learning Python properly.  My Long term aim (atleast for a year) is to learn AI, few Algorithms.  Am planning to take it in this fashion."
career_transition,"Sure... Thanks...  

As far as you have experienced, were there cases of switching after 13 years of Functional Experience.  However, i do agree learning something new is always good and interesting."
career_transition,"Am a functional consultant in Banking domain, with 13 years of core banking Implementations.  i wanted to learn Analytics, AL and ML."
career_transition,"I am a Data Science aspirant and I have done the Data Science course and have knowledge of Statistics, Mathematics, Finance, Python Programming, Machine Learning, along with that I know a bit of Deep Learning, NLP, Recommendation System.

I am from a non-computer science background and completed my graduation in Commerce and currently working in the backend for the Finance domain.

I would like to join your DL course but have confusion that how will I get a job because everyone is asking for experience.

Can you guide me on how things will work if I join your class? means like what you are going to provide, etc"
career_transition,Its regarding my gap fill up in my career ...Thanks Regards
career_transition,Hi Team..today I am planning to call Mr.Sudhanshu around 1:15 am..for my career guidance as discussed earlier...FYI...Thanks Regards
career_transition,Hi Sudhanshu... Mr greetings... itÃ¢â‚¬â„¢s regarding my job gap fill up... Thanks
career_transition,Hi Support..May I request you to organize support for experienced IT people who are planning to move to AI/ML/DL career exclusively so that there will not be much delay in answering and even can take the calls on skype to clear their doubts..Its very important..Kindly think..Thanks
career_transition,I want some carrier guidelines from Sudhanu sir
career_transition,my last question is ...should I focus only on ML or both ML and DL ..as my experience is 3 year in data visualization and ETL
career_transition,May i know how much amount of functional knowledge is required for data scientist for 2 year of exp
career_transition,i need some guidance for transition in this field
career_transition,just curious to know about transition i know its too early sir but lot of things are at stake
career_transition,Hello sir I am a student studying in Bit mesra cse 3 rd year and making a transition towards data science through mldl and dlnlp batches. My college is providing a minor degree in ml and computer vision which is optional. So should I take the minor degree or not as it would require extra time which could have been utilised in ineuron courses?
career_transition,I have been working in IT last 12 years and wanted to change my skill set hence I joined DLCVNLP from 25th July
career_transition,"Being a 10+ exp person , i hope in IT expectations will be more"
career_transition,"I studied MSc. Chemistry and i have 10 years experience in CRO company(as a Associative Scientist).
But right now i am jobless.
I studying the data science in last one year,Till i didn&apos;t get any job.
Because of non technical or different domain experience.
I will get the job in data science or which domain is perfect for me get the job in data-science
"
career_transition,"
Which domain is suitable, I will get the job in my experience or consider as a fresher
"
career_transition,Because I am having a non technical experience
career_transition,"Yesterday I asked the clarification about data science job.
Till I didn&apos;t get answer for that?"
career_transition,I need career guidance
career_transition,"So it is 
After my 12 I started with football coaching for like 18 months .

And after that I&apos;m switching to data science.

Now what I wanted to ask is 

I&apos;m doing bca(correspondance).
And I don&apos;t have regular degree. 

So after completion of this course.
And doing real world end to end projects.

Will I be able to get job in data science?"
career_transition,"Given that I learn the skills required for data science.
And do end to end projects."
career_transition,Can I ask for some career related thing?
career_transition,"So sir. I&apos;ll tell you whole situation.
After 12 I started with football coaching for 18 months. I was coach.
After that I&apos;m into transition towards data science. 
So I&apos;m also doing 
BCA(correspondence).
So given right skill set and completing projects .
Will I be able to get jobs ?
Given I&apos;ll have (correspondence degree)?"
career_transition,"What it takes to get a step further? 
To artificial intelligence 
Like how to move ?"
career_transition,"Is it required to know 
Java and c computer languages. 
Or python would do for starting. 
And then we can learn new skills?"
career_transition,"I know I wont be able to get so much domain knowledge as a learner.
But what might be some domains.
For a fresher of data science? 
So that I can take some kaggle problems?"
career_transition,"What all should we learn 
For full stack 
Data scientist?
I am a part of your courses community and paid.
1. Ml and dl from 6 June. 
2. Dl with CV and nlp
"
career_transition,"Hello.
Is it possible 
To help with a career related doubt?"
career_transition,"It is 
After my class 12 I started with football coaching. I was football coach for 18 months and after that I am coming into data science. 
I am currently doing BCA(correspondence) and also doing course at ineuron. I am currently doing ml 6 june batch and also registered for dl with CV and nlp batch.
I want to ask.
Given I get all the required skills and knowledge of data scientist.
Will I be able to get jobs and internships later.
As I will be having correspondence degree."
career_transition,"1. So I was reading some jobs requirement for data scientist. 
And there are many thing coming up.
So I want to clear a thing
That whatever we doing in the class 
Will it be good for the transition or start of data scientist?"
career_transition,sir for becoming an artifical intelligence engineer do i need to learn both the deep learning masters and deep learning with advance computer vision and nlp. currently im in mld6th batch and any other skills are required
career_transition,Ok I am doing job in Reliance Jio but wanted to transition towards data science that&#39;s why
career_transition,I want to work with Ineuron as in jio my job role is linguist and am not able to explore data science
career_transition,"Hi Sir! This is Ratnajyoti. We had a good discussion over mail two months ago. Sir, I have around 10+ years of experience in Advance Analysis in Market Research domain using SPSP , VBA and Quantum. For last one year, I have been trying to get an opportunity in NLP. Could you please share your valuable tips"
career_transition,"Is my approach is correct or wrong? And, is age a factor to switch career?"
career_transition,"Okay sir, but if you could glance through... at least I would get some Idea of feasibility of transition, because I am from different background... I will get some Idea how proceed.. Please if you can please glance through"
career_transition,"I want a career advice... I am pursuing for B.Tech, my branch is Electronics and communication engineering... So, ML DL or whole AI is it worthy for me, will I get opportunities for job even with my electronics branch"
career_transition,"Sudhanshu sir, I belong to a Non - technical background and by learning the MLD course, Do you think can I go into research background??"
career_transition,Or can became an entrepreneur?
career_transition,"deep learning needs a lot of effort and coding skills, I am form mechanical background and want to start career in data science so i think machine leaning would be good for me right now. i don&apos;t have much practical knowledge in machine learning."
career_transition,"Hi Sudhanshu , I am working as a reporting analyst hving 8.6 yrs of exp and now wanted to move towards data science.. I joined mldl course and just able to follow up with what u r explaining .... So my query is using this course what position I can look for and what will be my direction"
career_transition,sir actually in my recent college placements i got placed into capgemini ..so i am confused whether i should go for it or not..because in the past few months i got very much fascinated with data science and i am practicing to get into it..
career_transition,hi sir. myself manasa Iam trying to switch my career towards the data science. I am following krish sir instructions but I dono how to approach it since very new to this field. I have done bca cs background. so could you please suggest how to get into this
career_transition,sir i have one more query like if we pursue the current coming course concept is it possible to become data scientist
career_transition,but due to some reasons i am switching domain either data analyst or vba developer so could you please suggest me what are the skills required to become data analyst.
career_transition,"Sir can I ask question related to my career since i&apos;m in 4th sem, I&apos;m bit curious and confused"
career_transition,"I&apos;ll be graduating in 2022,
Is it necessary to have strong data structure and algo part even if I apply for data science domain?"
career_transition,"I&apos;m a part of MLD6 AND DLCVNLP course, what should be my approach or path so that by this next year I should have proper internship in data science?"
career_transition,I want to switch my career immediately
career_transition,okay but i am student and want to make my carrier in data sci is this is useful for me?
career_transition,"Sir I am from BPO (BPO: Non voice back end processing) Industry .domain is Insurance and Medical Claims. After first video of tableau powerbi training, Is really useful for me (41 Years guys). Companies really recruit me as a fresher after this course. And one more thing. If we are not doing any live project or intern how we will get place. Please clarify my doubt. After 40+ years guys learning this course useful for carrier growth??? or not"
career_transition,Sir i have one doubt related to career
career_transition,"Hi sir, this is Somasekhar. Working as a Java developer having 3years of experience. Now I want to start my career in DataScience. I don&apos;t know anything about this. Can you please help me from where I need to start and what are the things I need to learn."
career_transition,"am from backup and storage technoogy planning to change my domain to BI
having 9+ years of exp
need suggestions in what way need to prepare to have a quick transition
please suggest
initally planning to BI and next to AI"
career_transition,"I have non-relevant experience of 15 years. I am confused if i would be able to switch in AI field. i do engineering coding in fortran and c++
i already have some knowledge of ML/DL
As Sudhanshu mentioned in the session that we need have experience of real time project in order to get call for job interview, does it mean i do not stand a chance"
career_transition,"Is it right to start taking ML (from you) as next course. in transition of my career towards &quot;Data Science&quot; ?<e_m a=""raguvicky1989"" ts_ms=""1589257271282"" ts=""1589257271"" t=""61""></e_m>"
career_transition,Just wanted to ask one thing about career path..I am into RPA which is tool based technology and tool ia based on .net framework but coding is nor required much..just to know what can be further option..Already doing python course with you and finding it understandable as well(I feel i am average in coding and all) so what do you suggest sir
career_transition,so after completing my studies am I eligible to apply for this position
career_transition,"I&apos;m inclined towards NLP by interest, but this makes me reconsider my interests because my knowledge is partial."
career_transition,"I need career related guidance, I am from SQL Support Background, with having 4 years of experience . I did Big data + spark course last year and now I have 6 months of experience in it. How this BI tools help my career profile."
career_transition,Sir is DSA important for Data Science career??? Can you please clarify this doubt... If it is important I will join community classes
career_transition,Hi I am Joyeeta from DPCVNLP batch. I am having 8.5 yrs of experience and in tht I spent very short time in company ML project plus did internship in AI based company. My most of exp is into Testing field. I took maternity brk n started looking out for opportunity again. I gave few interviews but unable to crack 2nd round. I am little worried about where I am going wrong. Can I get some kind of career guidance paid/unpaid?
career_transition,"Hi Sudhanshu sir! This is Joyeeta.
I wanted to talk to you regarding Career guidance. Please let me know your availability for tomorrow."
career_transition,"For both the interviews I answered 
Almost all questions. Not sure why I got rejected. I had gap of arround 2+yrs in my career and currently not working."
career_transition,Hello sir! Yesterday I asked for career guidance and Jiwitesh sir asked me about JD whatever I am giving interview for.
career_transition,If I don&apos;t have company projects exposure will it be difficult for me to proceed for DS career?
career_transition,"Sir ,can I get the career guidance I joined the course in analytics path Hyderabad ,so I done some projects that I kept in resume , but I did not satisfy I joined in unknowingly 1 year has wasted for me .Please can I get the carrer guidance whether I a going in right direction or wrong direction I want to know .I can share my resume Please do this favour no one is helping"
career_transition,"Career support m looking for job transition into ai I started learning from 1 year , I resigned my job where im doing . Can you give suggestions what I have to follow to get the job"
career_transition,regarding career i have to talk i will upload resume can you verify and tell how it looks
career_transition,Actually i have a query regading the career advice so i can ask with you or with sudhanshu sir
career_transition,Actually I want your career advise
career_transition,"no sir I am talking about Job alerts type things or some references in getting jobs..
if any.."
career_transition,"Sir What is proper way of searching jobs or applying ?

means we should apply via Linkedin, , naukri or
we should go to companies directly?

I have not any idea about this sir?.."
career_transition,"Sir how completing these projects will give hike to our profile?
projects are not yet simple.."
career_transition,"I was going with Ur Devops Hindi classes by Ritesh singh..
So I came to know about Jenkins, Ansible, Kubernsetes, Shell scripting, Docker etc..
Even i am not more interested in it.. But I jave interest in Linux, docker ansible type of things.. and i know them .. 
So as a Data scientist, do these devops skills boost our profle in interviews?"
career_transition,"unfortunately i have lost my job last thursday as i was laid off from Accenture. I would like to get some advise from your side, I have almost completed the MLD 6th June course and preparing myself for interview. So in this condition shall i also keep going on with the DL course , learning new things or fully concentrate on the ML part only and make myself more proficient in that. I have 5+ years exp. Tech Stack : Python Flask Gitlab CICD ML."
career_transition,"I wanted to get some advise from you as I have lost my job recently, laid off from Accenture"
career_transition,"i have an interview with Legato on Saturday fro ML NLP, any tips or guidance , any topics specific that i need to see? which are for sure questions will come from and very important."
